DATE,QTY_B1_1,QTY_B1_2,QTY_B1_3,QTY_B1_4,QTY_B1_5,QTY_B1_6,QTY_B1_7,QTY_B1_8,QTY_B1_9,QTY_B1_10,QTY_B1_11,QTY_B1_12,QTY_B1_13,QTY_B1_14,QTY_B1_15,QTY_B1_16,QTY_B1_17,QTY_B1_18,QTY_B1_19,QTY_B1_20,QTY_B1_21,QTY_B1_22,QTY_B1_23,QTY_B1_24,QTY_B1_25,QTY_B1_26,QTY_B1_27,QTY_B1_28,QTY_B1_29,QTY_B1_30,QTY_B1_31,QTY_B1_32,QTY_B1_33,QTY_B1_34,QTY_B1_35,QTY_B1_36,QTY_B1_37,QTY_B1_38,QTY_B1_39,QTY_B1_40,QTY_B1_41,QTY_B1_42,QTY_B2_1,QTY_B2_2,QTY_B2_3,QTY_B2_4,QTY_B2_5,QTY_B2_6,QTY_B2_7,QTY_B2_8,QTY_B2_9,QTY_B2_10,QTY_B2_11,QTY_B2_12,QTY_B2_13,QTY_B2_14,QTY_B2_15,QTY_B2_16,QTY_B2_17,QTY_B2_18,QTY_B2_19,QTY_B2_20,QTY_B2_21,QTY_B2_22,QTY_B2_23,QTY_B2_24,QTY_B2_25,QTY_B2_26,QTY_B2_27,QTY_B2_28,QTY_B2_29,QTY_B2_30,QTY_B2_31,QTY_B2_32,QTY_B2_33,QTY_B2_34,QTY_B2_35,QTY_B2_36,QTY_B2_37,QTY_B2_38,QTY_B2_39,QTY_B2_40,QTY_B2_41,QTY_B2_42,QTY_B2_43,QTY_B2_44,QTY_B2_45,QTY_B3_1,QTY_B3_2,QTY_B3_3,QTY_B3_4,QTY_B3_5,QTY_B3_6,QTY_B3_7,QTY_B3_8,QTY_B3_9,QTY_B3_10,QTY_B3_11,QTY_B3_12,QTY_B3_13,QTY_B3_14,QTY_B3_15,QTY_B3_16,QTY_B3_17,QTY_B3_18,QTY_B3_19,QTY_B3_20,QTY_B3_21,QTY_B4_1,QTY_B4_2,QTY_B4_3,QTY_B4_4,QTY_B4_5,QTY_B4_6,QTY_B4_7,QTY_B4_8,QTY_B4_9,QTY_B4_10,PROMO_B1_1,PROMO_B1_2,PROMO_B1_3,PROMO_B1_4,PROMO_B1_5,PROMO_B1_6,PROMO_B1_7,PROMO_B1_8,PROMO_B1_9,PROMO_B1_10,PROMO_B1_11,PROMO_B1_12,PROMO_B1_13,PROMO_B1_14,PROMO_B1_15,PROMO_B1_16,PROMO_B1_17,PROMO_B1_18,PROMO_B1_19,PROMO_B1_20,PROMO_B1_21,PROMO_B1_22,PROMO_B1_23,PROMO_B1_24,PROMO_B1_25,PROMO_B1_26,PROMO_B1_27,PROMO_B1_28,PROMO_B1_29,PROMO_B1_30,PROMO_B1_31,PROMO_B1_32,PROMO_B1_33,PROMO_B1_34,PROMO_B1_35,PROMO_B1_36,PROMO_B1_37,PROMO_B1_38,PROMO_B1_39,PROMO_B1_40,PROMO_B1_41,PROMO_B1_42,PROMO_B2_1,PROMO_B2_2,PROMO_B2_3,PROMO_B2_4,PROMO_B2_5,PROMO_B2_6,PROMO_B2_7,PROMO_B2_8,PROMO_B2_9,PROMO_B2_10,PROMO_B2_11,PROMO_B2_12,PROMO_B2_13,PROMO_B2_14,PROMO_B2_15,PROMO_B2_16,PROMO_B2_17,PROMO_B2_18,PROMO_B2_19,PROMO_B2_20,PROMO_B2_21,PROMO_B2_22,PROMO_B2_23,PROMO_B2_24,PROMO_B2_25,PROMO_B2_26,PROMO_B2_27,PROMO_B2_28,PROMO_B2_29,PROMO_B2_30,PROMO_B2_31,PROMO_B2_32,PROMO_B2_33,PROMO_B2_34,PROMO_B2_35,PROMO_B2_36,PROMO_B2_37,PROMO_B2_38,PROMO_B2_39,PROMO_B2_40,PROMO_B2_41,PROMO_B2_42,PROMO_B2_43,PROMO_B2_44,PROMO_B2_45,PROMO_B3_1,PROMO_B3_2,PROMO_B3_3,PROMO_B3_4,PROMO_B3_5,PROMO_B3_6,PROMO_B3_7,PROMO_B3_8,PROMO_B3_9,PROMO_B3_10,PROMO_B3_11,PROMO_B3_12,PROMO_B3_13,PROMO_B3_14,PROMO_B3_15,PROMO_B3_16,PROMO_B3_17,PROMO_B3_18,PROMO_B3_19,PROMO_B3_20,PROMO_B3_21,PROMO_B4_1,PROMO_B4_2,PROMO_B4_3,PROMO_B4_4,PROMO_B4_5,PROMO_B4_6,PROMO_B4_7,PROMO_B4_8,PROMO_B4_9,PROMO_B4_10
2/27/2016,6,3,5,6,3,2,3,8,2,3,0,22,5,5,3,4,0,3,4,14,4,5,3,0,4,3,3,7,6,1,1,10,2,1,4,3,3,3,7,0,7,4,0,3,8,22,1,4,3,2,3,1,0,0,3,2,23,2,10,9,0,1,4,5,7,0,3,2,7,13,4,10,0,1,4,5,8,3,17,7,12,11,0,2,0,9,1,0,2,2,3,5,3,1,0,2,4,5,7,2,1,1,5,6,4,5,3,2,10,0,0,4,7,2,6,9,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/28/2016,4,2,1,1,0,1,2,1,5,0,1,6,4,1,1,1,0,2,0,11,1,3,2,0,6,0,3,1,2,1,0,0,0,3,1,1,1,3,3,1,5,4,0,3,1,7,0,2,6,1,9,1,2,1,0,2,9,0,0,7,0,0,2,2,3,1,5,3,2,3,7,5,0,10,2,7,4,0,10,3,3,2,1,3,2,9,0,0,2,2,5,4,1,0,2,1,2,0,2,0,0,1,3,6,0,0,2,0,1,0,4,2,1,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/29/2016,0,3,3,0,4,1,0,2,4,0,0,15,2,4,0,1,0,3,2,8,1,2,5,0,12,1,2,3,1,0,3,9,0,2,0,0,7,1,2,0,5,2,1,4,1,3,0,0,2,2,1,1,4,2,1,2,10,0,1,5,0,0,9,2,3,1,3,3,2,9,3,4,1,2,6,6,2,4,5,1,6,2,1,1,1,0,0,0,2,0,4,3,2,0,0,3,1,2,4,0,1,0,4,2,0,0,1,1,1,0,2,0,2,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2016,4,1,5,1,1,0,5,1,3,0,4,11,0,3,0,1,0,3,2,3,3,7,0,0,8,1,1,2,5,1,7,2,0,1,6,1,5,7,2,1,5,1,1,0,2,7,2,2,1,5,4,2,2,0,5,2,14,2,0,1,2,0,6,7,3,0,2,3,3,7,0,0,0,2,2,1,4,2,4,5,7,4,0,1,2,4,1,1,0,0,0,2,1,0,2,1,3,1,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,6,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/2/2016,4,1,1,0,1,0,4,3,3,1,1,8,0,0,0,3,2,4,1,3,1,2,1,4,13,0,0,1,4,0,2,7,1,0,4,0,4,2,3,2,2,3,0,3,2,19,0,0,4,2,6,3,2,0,2,2,7,0,2,2,0,0,3,3,3,1,1,3,2,13,1,2,0,5,2,1,7,5,7,0,1,2,1,2,2,6,0,0,0,3,3,2,2,0,0,0,1,2,1,0,0,0,1,1,0,0,0,0,2,1,2,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/3/2016,2,2,1,1,0,1,3,2,2,2,1,18,3,1,2,1,0,0,0,3,2,2,3,0,7,2,1,4,2,4,7,0,2,1,2,0,7,0,2,1,6,7,0,1,8,7,0,4,0,2,2,3,2,0,2,2,4,0,0,10,0,0,2,7,5,2,3,5,7,10,4,3,0,1,12,6,7,4,8,4,1,2,1,1,2,6,0,2,2,2,3,2,1,1,0,0,1,0,5,2,1,1,3,3,1,2,1,1,64,67,38,27,85,74,42,35,57,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
3/4/2016,3,1,9,3,0,1,2,2,2,2,0,12,3,0,2,0,0,4,4,21,2,3,2,1,5,3,0,10,5,1,5,5,0,2,0,3,20,1,6,2,1,3,0,1,7,11,2,4,5,2,5,9,1,0,9,0,20,0,5,10,0,0,8,0,0,0,3,1,5,12,1,1,2,7,8,10,10,6,12,5,5,2,5,5,3,16,0,0,2,0,2,4,0,1,2,0,0,2,0,0,1,1,7,3,0,1,0,1,97,105,23,9,66,74,17,32,56,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
3/5/2016,6,6,8,4,0,2,3,4,8,0,3,34,1,0,4,6,1,5,5,6,5,6,1,3,5,2,2,7,11,3,6,26,0,1,3,3,19,3,7,5,8,4,3,4,6,27,1,2,4,8,18,3,1,1,4,3,30,5,7,10,0,1,14,4,7,3,5,5,11,15,3,7,5,6,5,8,16,9,8,10,14,2,2,3,4,3,1,1,0,3,4,6,4,0,1,0,3,3,3,1,1,1,6,1,5,3,4,2,72,45,3,8,95,42,18,5,64,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
3/6/2016,1,2,1,0,3,0,3,2,2,0,3,20,0,1,0,2,1,1,5,10,0,1,3,0,6,0,1,3,4,1,1,8,0,0,2,0,7,0,2,1,3,3,0,3,2,19,0,2,4,3,3,2,2,4,4,1,12,0,0,5,0,2,3,1,1,2,2,1,2,7,2,0,2,1,1,5,3,1,1,4,2,2,0,0,0,2,0,1,0,0,1,0,1,1,0,2,1,0,0,0,0,0,1,3,1,0,0,0,27,7,22,10,33,30,9,30,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
3/7/2016,8,6,10,2,1,1,5,1,7,1,1,11,2,2,0,1,0,5,3,7,2,1,3,0,6,2,7,2,2,1,3,1,1,2,3,0,0,3,3,2,11,1,0,1,6,6,0,1,2,0,8,4,0,0,1,0,10,0,1,5,4,0,3,2,2,1,2,0,6,7,9,3,2,3,3,3,2,7,9,3,11,3,2,2,3,3,0,4,0,0,1,1,0,0,1,2,0,0,0,0,0,1,2,2,0,0,1,2,35,19,12,6,67,17,7,24,12,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
3/8/2016,0,2,2,0,0,0,7,1,2,0,0,13,0,1,1,3,0,0,3,6,1,4,1,0,5,1,2,4,3,2,3,3,2,1,1,0,3,1,4,1,8,2,0,2,4,10,0,1,3,3,3,2,0,0,0,2,8,0,2,2,0,1,3,1,5,0,0,3,6,1,6,0,4,1,6,0,8,5,4,6,8,4,0,0,2,3,0,0,0,0,1,13,0,0,0,0,1,1,1,4,0,1,0,0,4,0,0,0,17,32,14,7,103,39,24,15,27,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
3/9/2016,2,3,0,1,2,2,4,1,0,0,1,6,3,2,1,2,0,3,3,10,0,5,1,1,5,2,1,2,3,0,1,3,2,0,6,3,3,0,0,1,6,2,1,3,6,17,1,0,5,3,9,2,2,0,2,0,6,0,2,15,0,2,4,2,4,0,4,4,7,4,1,0,0,5,2,0,2,3,7,11,5,3,0,0,0,5,0,1,0,0,1,0,4,0,1,1,3,0,4,0,5,0,1,1,0,0,0,2,35,82,20,14,44,37,21,34,39,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
3/10/2016,7,4,5,2,4,0,3,1,1,4,0,8,4,0,3,1,0,4,1,4,1,3,2,0,1,0,2,10,5,1,2,7,1,0,3,0,5,5,2,1,0,2,0,1,1,14,0,1,6,3,6,2,0,0,2,0,4,1,0,8,0,0,2,5,13,3,2,1,3,12,2,7,3,4,3,6,10,5,7,7,6,2,1,1,1,6,0,1,3,0,0,0,1,0,1,0,0,0,0,0,0,3,3,1,3,1,0,0,56,10,25,12,27,39,9,8,43,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
3/11/2016,4,0,7,1,3,5,5,5,6,2,2,21,1,2,4,3,0,5,4,12,6,7,1,5,13,2,1,4,4,1,7,9,0,2,0,1,11,4,2,1,11,5,0,4,4,20,0,1,5,5,6,0,1,2,4,4,13,3,4,17,4,0,7,1,7,3,4,3,9,10,7,5,1,2,3,4,17,7,5,13,8,5,0,2,2,3,2,0,3,1,1,6,1,0,1,6,1,1,3,0,0,1,2,1,2,0,1,0,24,35,7,2,12,30,8,7,22,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
3/12/2016,13,3,7,2,3,2,5,3,9,2,7,26,7,5,1,4,1,3,4,14,2,8,3,3,7,2,4,7,5,10,0,12,1,2,5,0,12,3,8,6,6,5,0,6,4,31,3,5,9,6,18,2,2,1,7,5,25,2,2,16,0,2,4,8,10,0,0,8,20,32,3,9,4,3,14,3,12,2,19,9,9,4,0,1,6,17,0,1,6,2,3,8,2,0,1,2,4,4,3,2,0,2,5,6,3,9,1,3,39,14,32,18,34,48,0,20,21,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1
3/13/2016,2,3,1,1,0,1,0,1,1,1,0,8,0,0,1,1,0,1,2,7,1,1,0,4,2,0,0,0,6,0,1,4,0,2,0,0,13,3,6,2,1,0,0,1,4,2,2,0,2,1,5,2,0,1,1,1,9,0,1,8,0,0,1,3,2,0,5,3,7,11,4,2,1,0,0,3,4,0,7,2,3,3,1,2,1,17,0,1,2,2,2,4,0,1,2,2,0,0,0,0,0,2,8,4,2,0,1,0,7,1,4,2,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3/14/2016,4,3,4,1,0,0,2,1,2,3,2,9,3,1,3,0,0,0,0,8,1,2,2,0,3,0,1,3,0,0,0,5,0,0,0,0,4,1,2,3,3,1,0,3,1,26,0,1,4,4,7,1,2,1,1,1,5,0,1,8,0,1,1,2,5,0,1,3,2,16,0,4,4,0,2,1,1,5,12,5,2,1,2,1,4,9,3,0,2,2,0,2,0,0,2,1,1,0,0,0,1,0,1,0,0,0,0,1,0,2,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/15/2016,4,2,1,2,1,0,2,0,4,2,4,19,5,4,4,0,1,3,5,5,2,4,2,2,10,1,3,5,2,1,5,1,1,4,2,2,8,1,0,0,3,2,0,1,3,22,0,0,5,4,1,1,0,1,5,3,17,2,1,6,0,1,2,5,5,1,1,3,9,11,3,2,2,6,2,12,10,4,4,5,7,2,1,1,1,3,0,1,0,0,2,1,1,0,0,0,0,1,2,1,1,2,5,4,3,2,0,1,1,0,3,0,3,1,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/16/2016,5,1,3,1,0,1,0,1,4,2,2,8,0,1,2,1,0,1,1,15,1,0,2,6,2,0,0,2,4,1,0,3,0,1,1,1,2,2,1,1,3,1,0,0,4,22,0,4,4,2,6,0,0,2,4,0,6,1,0,2,0,0,3,2,1,0,1,3,8,6,3,0,1,0,1,1,3,2,7,0,2,4,1,4,1,8,0,0,0,1,0,2,1,0,2,0,1,1,1,0,3,1,4,3,1,0,0,0,10,0,5,1,1,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/17/2016,3,10,11,2,0,1,3,7,18,2,3,64,3,4,1,1,12,0,0,41,3,4,9,17,8,2,2,3,5,12,4,23,3,2,3,1,33,14,13,2,3,22,0,0,0,13,1,0,1,3,3,1,0,0,2,2,25,0,1,6,1,0,4,3,0,1,2,2,3,13,2,4,0,0,8,5,4,4,4,3,1,8,1,1,1,4,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,4,3,4,0,2,0,0,0,5,0,1,1,2,5,0,6,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/18/2016,8,10,5,2,0,1,2,6,17,0,16,84,10,26,2,1,11,0,3,40,3,8,9,19,1,1,2,9,8,9,13,25,0,1,2,1,69,22,31,0,3,20,0,1,5,6,1,1,2,6,8,0,1,1,3,2,3,0,2,7,0,0,6,1,3,1,2,1,6,10,1,1,2,5,2,2,6,2,5,6,1,5,0,2,3,11,1,0,3,0,0,2,0,1,0,1,1,0,0,0,2,2,2,0,0,0,1,0,2,0,3,1,3,3,6,4,1,12,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/19/2016,9,10,7,3,3,0,2,5,14,4,5,105,9,14,3,3,5,7,1,24,9,5,16,28,6,4,0,8,8,14,17,58,2,0,5,4,55,43,15,1,8,26,3,6,4,21,7,10,6,6,5,4,0,1,8,3,13,2,1,10,0,0,3,5,13,0,3,5,11,10,0,6,1,0,2,2,5,7,13,2,7,6,0,2,0,8,1,0,2,0,4,4,0,3,0,2,1,1,0,0,0,0,0,2,1,2,1,1,0,0,7,1,5,3,4,4,3,7,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/20/2016,2,7,0,2,1,0,1,2,15,1,2,45,11,15,0,1,0,1,2,9,5,0,4,18,5,4,0,7,2,0,8,19,0,1,2,2,15,6,13,2,5,2,1,2,2,16,6,3,1,3,3,0,0,0,0,1,10,1,0,3,0,0,3,0,2,0,0,2,1,6,0,3,0,5,1,1,3,4,5,0,6,2,0,2,2,6,0,0,3,0,0,5,1,0,2,1,0,1,3,0,0,0,2,6,1,0,0,0,1,0,0,0,0,0,2,4,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/21/2016,4,1,11,3,3,4,3,5,20,0,13,46,0,17,1,2,7,2,2,12,3,5,11,24,4,6,0,0,4,4,3,26,0,0,0,1,24,4,24,1,4,2,1,4,5,18,3,0,0,1,6,0,0,6,3,0,12,0,4,3,0,1,0,0,2,0,1,3,2,9,0,0,2,1,5,1,8,2,6,0,3,3,2,5,2,5,2,2,4,4,2,0,1,1,0,2,3,0,1,0,4,0,0,2,0,0,0,0,14,0,3,0,1,1,0,5,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
