wage,education,experience,ethnicity,smsa,south,age,nearcollege,nearcollege2,nearcollege4,enrolled,married,education66,smsa66,south66,feducation,meducation,fameducation,kww,iq,parents14,library14
1442,16,10,0,1,0,32,1,no,public,no,yes,13,yes,no,13,16,1,26,#N/A,both,yes
673,16,3,0,1,0,25,1,no,public,no,yes,10,yes,no,12,12,3,38,102,both,yes
1346,17,5,0,1,0,28,1,no,public,no,yes,13,yes,no,14,14,1,46,#N/A,both,yes
400,17,10,0,1,0,33,1,no,public,no,no,12,yes,no,12,10,5,41,128,both,yes
518,9,19,0,0,0,34,1,no,public,no,yes,9,yes,no,12,10.25,5,38,82,both,yes
456,14,6,0,1,0,26,1,no,public,no,yes,10,yes,no,16,16,1,30,#N/A,both,yes
409,17,10,0,1,1,33,1,no,public,no,yes,16,yes,no,12,12,3,42,113,both,yes
559,18,10,0,1,0,34,1,no,public,no,no,17,yes,no,5,9,8,45,105,both,yes
230,12,6,1,1,0,24,1,no,public,no,yes,7,yes,no,10,9,7,32,#N/A,both,yes
1026,17,4,0,1,0,27,1,yes,public,yes,no,11,yes,no,18,18,1,46,124,both,yes
1082,12,9,0,1,0,27,1,yes,public,no,yes,11,yes,no,13,13,1,48,#N/A,both,yes
1202,14,4,0,1,0,24,1,yes,public,no,yes,8,yes,no,13,13,1,39,94,both,yes
329,17,2,0,0,0,25,1,yes,public,no,yes,11,yes,no,9.93999958,12,4,40,117,both,yes
481,18,3,0,1,0,27,1,yes,public,no,no,11,yes,no,14,14,1,39,116,both,yes
673,18,0,0,1,1,24,1,yes,public,no,no,9,yes,no,14,10.25,5,33,#N/A,both,#N/A
1683,17,8,0,1,0,31,1,yes,public,no,no,15,no,no,12,12,3,41,#N/A,both,yes
1282,16,12,0,1,0,34,1,yes,public,no,yes,16,yes,no,12,12,3,40,112,both,yes
577,12,6,0,1,0,24,1,yes,public,no,no,8,yes,no,12,14,2,23,#N/A,both,yes
444,18,3,0,1,0,27,1,yes,public,no,no,12,yes,no,9,9,7,31,105,both,yes
481,16,6,1,1,0,28,1,yes,public,no,no,11,yes,no,9.93999958,9,9,34,87,singlemom,yes
467,12,6,1,1,0,24,1,yes,public,no,no,9,yes,no,16,12,2,#N/A,108,both,yes
668,6,19,0,1,0,31,1,yes,public,no,yes,6,yes,no,3,3,8,40,#N/A,both,no
286,15,6,0,1,0,27,1,yes,public,no,yes,10,yes,no,12,12,3,36,89,both,yes
577,18,9,0,1,0,33,1,yes,public,no,yes,16,yes,no,12,12,3,#N/A,119,both,yes
721,14,9,0,1,0,29,1,yes,public,no,yes,13,yes,no,12,12,3,34,97,both,yes
462,12,7,0,1,0,25,1,yes,public,no,yes,10,yes,no,6,8,8,28,89,both,yes
750,15,4,0,1,0,25,1,yes,public,no,yes,10,yes,no,12,10,5,28,#N/A,both,no
200,12,6,0,1,0,24,1,yes,public,no,no,8,yes,no,6,12,6,39,131,both,yes
650,12,9,0,1,0,27,1,yes,public,no,yes,11,yes,no,12,10,5,26,#N/A,both,yes
481,18,4,0,1,0,28,1,yes,public,no,no,14,yes,no,12,11,5,30,#N/A,other,yes
600,11,7,0,1,0,24,1,yes,public,no,yes,7,yes,no,9,10.25,9,38,#N/A,singlemom,no
769,16,6,0,1,1,28,1,yes,public,no,yes,13,yes,no,16,16,1,35,85,both,yes
775,17,4,0,1,0,27,1,yes,public,yes,yes,12,yes,no,16,16,1,26,132,both,yes
641,16,2,0,1,0,24,1,yes,public,no,yes,9,yes,no,16,16,1,28,114,both,yes
1055,14,13,0,1,0,33,1,yes,public,no,yes,12,yes,no,14,10,5,35,98,both,yes
676,16,9,0,1,0,31,1,yes,public,no,no,15,yes,no,14,12,2,44,110,both,yes
691,12,10,0,1,0,28,1,yes,public,no,no,12,yes,no,9.93999958,10.25,9,41,124,other,yes
962,17,7,0,1,0,30,1,yes,public,yes,yes,15,yes,no,14,12,2,41,118,both,yes
400,13,9,0,1,0,28,1,yes,public,no,no,12,yes,no,14,12,2,32,90,both,yes
673,16,5,0,1,0,27,1,yes,public,no,yes,12,yes,no,14,12,2,38,108,both,yes
1442,18,10,1,1,0,34,1,yes,public,no,yes,17,yes,no,10,11,7,42,112,both,yes
529,18,8,0,1,0,32,1,yes,public,no,yes,15,yes,no,16,10,5,38,100,both,yes
700,14,7,1,1,0,27,1,yes,public,no,yes,11,yes,no,9,11,7,21,84,both,yes
675,8,20,1,1,0,34,1,yes,public,no,yes,8,yes,no,9.93999958,4,9,36,#N/A,step,no
494,18,1,0,1,0,25,1,yes,public,no,yes,10,yes,no,8,10,8,34,97,both,yes
500,12,6,0,1,0,24,1,yes,public,no,yes,9,yes,no,12,8,5,26,113,both,yes
450,16,2,1,1,0,24,1,yes,public,no,no,8,yes,no,9.93999958,10.25,9,27,#N/A,both,no
601,13,6,1,1,0,25,1,yes,public,no,no,9,yes,no,9.93999958,8,9,27,#N/A,singlemom,yes
717,13,9,1,1,0,28,1,yes,public,yes,no,13,yes,no,9,12,6,37,105,both,yes
575,12,11,1,1,0,29,1,yes,public,no,no,11,yes,no,9,10,7,28,88,both,yes
350,12,7,1,1,0,25,1,yes,public,no,yes,9,yes,no,9,10,7,33,74,both,yes
350,12,6,1,1,0,24,1,yes,public,no,no,7,yes,no,9,10,7,31,#N/A,both,no
643,16,7,0,1,0,29,1,no,public,no,yes,13,yes,no,12,12,3,46,115,both,yes
675,15,3,0,1,0,24,1,no,public,no,yes,8,yes,no,10,12,6,30,#N/A,both,yes
679,15,7,0,1,0,28,1,no,public,no,yes,12,yes,no,12,12,3,34,91,both,yes
534,12,9,0,1,0,27,1,no,public,no,no,11,yes,no,12,9,5,34,103,both,yes
524,16,9,0,1,0,31,1,no,public,no,yes,14,yes,no,12,10,5,46,102,both,yes
667,16,6,0,1,1,28,1,no,public,no,no,13,no,no,10,10,7,38,98,both,yes
370,14,6,0,1,0,26,1,no,public,no,yes,10,yes,no,12,10.25,5,35,#N/A,both,yes
658,15,5,0,1,0,26,1,no,public,no,no,11,yes,no,12,12,3,47,#N/A,both,yes
700,12,16,1,1,0,34,1,no,public,no,#N/A,12,yes,no,9.93999958,10.25,9,39,#N/A,both,no
311,18,3,0,1,0,27,1,no,public,no,no,11,yes,no,9,12,6,33,82,both,yes
841,9,18,0,1,0,33,1,no,public,no,yes,9,yes,no,9.93999958,9,9,44,#N/A,singlemom,yes
660,14,11,0,1,0,31,1,no,public,no,yes,14,yes,no,10,12,6,47,112,both,yes
692,16,9,0,1,0,31,1,no,public,no,yes,12,yes,no,8,9,8,41,108,both,yes
577,15,7,0,1,0,28,1,no,public,no,yes,13,yes,no,9.93999958,7,9,37,90,both,yes
705,17,3,0,1,0,26,1,no,public,no,no,11,yes,no,9,12,6,32,#N/A,other,yes
292,16,5,0,1,1,27,1,no,public,no,yes,10,yes,no,5,8,8,38,111,both,yes
750,13,7,0,1,0,26,1,no,public,no,yes,10,yes,no,8,11,8,24,96,both,yes
1442,16,12,0,1,0,34,1,no,public,no,yes,16,yes,no,12,12,3,48,#N/A,both,no
1202,16,11,0,1,0,33,1,no,public,no,yes,16,yes,no,16,16,1,48,127,both,yes
1603,15,12,0,1,1,33,1,no,public,no,yes,14,yes,no,9.93999958,8,9,47,97,both,yes
769,14,12,0,1,1,32,1,no,public,no,no,14,yes,no,9.93999958,12,4,50,120,both,yes
513,16,9,0,1,0,31,1,no,public,no,no,15,yes,no,14,16,1,41,101,both,yes
805,12,13,0,1,0,31,1,no,public,no,yes,12,yes,no,9.93999958,8,9,38,100,singlemom,no
962,17,11,0,1,0,34,1,no,public,yes,yes,16,yes,no,8,8,8,44,99,both,yes
675,12,7,0,1,0,25,1,no,public,no,yes,10,yes,no,16,16,1,#N/A,104,both,yes
398,13,5,0,1,0,24,1,no,public,no,yes,9,yes,no,8,8,8,#N/A,116,both,yes
855,14,13,0,1,0,33,1,no,public,no,yes,14,yes,no,12,12,3,40,120,both,yes
693,11,8,1,1,0,25,1,no,public,no,yes,9,yes,no,9.93999958,9,9,27,95,singlemom,no
641,11,7,1,1,0,24,1,no,public,no,no,8,yes,no,8,9,8,27,#N/A,both,no
345,13,8,1,1,0,27,1,no,public,no,yes,10,yes,no,10,8,8,34,99,both,no
561,12,9,1,1,0,27,1,no,public,no,no,11,yes,no,9.93999958,10.25,9,24,68,both,yes
684,12,6,1,1,0,24,1,no,public,no,yes,8,yes,no,9,11,7,21,#N/A,both,yes
469,16,7,0,1,1,29,1,no,public,no,yes,14,yes,no,16,16,1,49,122,both,yes
300,16,4,0,1,0,26,1,no,public,no,no,11,yes,no,12,12,3,37,106,step,yes
673,18,1,0,1,0,25,1,no,public,no,yes,10,yes,no,12,9,5,37,101,both,yes
385,16,2,0,1,0,24,1,no,public,no,no,8,yes,no,12,9,5,29,#N/A,both,yes
808,16,11,0,1,0,33,1,no,public,no,yes,12,yes,no,8,6,8,45,104,both,yes
548,17,1,0,1,0,24,1,no,public,yes,no,8,yes,no,12,12,3,40,#N/A,both,yes
500,16,4,0,1,0,26,1,no,public,no,no,11,yes,no,12,12,3,38,#N/A,both,yes
727,13,10,0,1,0,29,1,no,public,yes,yes,12,yes,no,11,12,6,38,99,both,yes
524,16,6,0,1,0,28,1,no,public,no,yes,12,no,no,11,12,6,29,#N/A,both,yes
450,15,3,1,1,0,24,1,no,public,no,no,8,yes,no,2,8,8,36,#N/A,both,yes
755,12,10,1,1,0,28,1,no,public,no,yes,12,yes,no,6,8,8,34,#N/A,both,no
640,12,6,1,1,0,24,1,no,public,no,yes,8,yes,no,11,10.25,9,37,#N/A,other,no
313,12,6,1,1,0,24,1,no,public,no,yes,8,yes,no,10,12,6,30,#N/A,both,yes
1425,12,11,0,1,0,29,1,no,public,no,yes,12,yes,no,12,12,3,37,101,both,no
761,12,10,0,1,0,28,1,no,public,no,no,12,yes,no,11,5,8,23,110,both,yes
600,12,8,0,1,0,26,1,no,public,no,yes,9,yes,no,11,5,8,35,94,both,yes
1111,16,10,0,1,0,32,1,no,public,no,yes,14,yes,no,12,15,2,42,111,both,yes
763,16,11,0,1,0,33,1,no,public,no,yes,15,yes,no,13,17,1,50,120,both,yes
650,12,14,0,1,0,32,1,no,public,no,yes,12,yes,no,8,8,8,45,108,both,yes
1155,14,7,0,1,0,27,1,no,public,no,yes,12,yes,no,16,16,1,39,111,both,yes
600,12,6,0,1,0,24,1,no,public,no,yes,8,yes,no,9,12,6,25,#N/A,both,yes
555,12,11,0,1,0,29,1,no,public,no,yes,9,yes,no,11,11,7,31,103,both,no
543,11,11,0,1,0,28,1,no,public,yes,yes,8,yes,no,11,11,7,25,#N/A,both,no
550,11,8,0,1,0,25,1,no,public,yes,yes,6,yes,no,11,11,7,31,#N/A,both,no
800,11,14,0,1,0,31,1,no,public,no,yes,11,yes,no,9.93999958,10.25,9,39,97,other,no
1000,11,9,0,1,0,26,1,no,public,no,yes,10,yes,no,10,11,7,26,97,both,no
864,12,13,0,1,0,31,1,no,public,no,yes,12,yes,no,13,11,5,36,106,both,no
613,13,13,0,1,0,32,1,no,public,no,yes,12,yes,no,9.93999958,6,9,43,109,step,yes
519,16,2,0,1,0,24,1,no,public,no,yes,8,yes,no,12,12,3,27,#N/A,both,yes
707,13,11,1,1,0,30,1,no,public,no,yes,12,yes,no,9.93999958,10.25,9,45,96,both,yes
818,13,7,1,1,0,26,1,no,public,yes,yes,10,yes,no,10,10,7,26,79,both,yes
300,10,9,1,1,0,25,1,no,public,no,no,9,yes,no,10,12,6,31,62,both,yes
702,16,8,0,1,0,30,1,yes,private,yes,yes,14,yes,no,9,9,7,47,110,both,yes
1322,16,12,0,1,0,34,1,yes,private,no,yes,16,yes,no,9.93999958,12,4,47,117,singlemom,yes
380,12,9,1,1,0,27,1,yes,private,yes,yes,10,yes,no,9.93999958,12,4,25,72,singlemom,no
400,11,9,1,1,0,26,1,yes,private,no,no,9,yes,no,9.93999958,10.25,9,30,83,other,yes
498,11,8,1,1,0,25,1,yes,private,no,yes,9,yes,no,9.93999958,10.25,9,22,99,singlemom,yes
663,10,17,1,1,0,33,1,yes,private,no,yes,10,yes,no,9.93999958,11,9,18,72,singlemom,yes
600,10,17,1,1,0,33,1,yes,private,no,no,10,yes,no,8,11,8,29,88,both,no
1034,18,8,0,0,1,32,1,yes,private,no,yes,17,yes,no,16,12,2,48,123,both,yes
1079,14,5,0,1,0,25,1,yes,private,no,no,10,yes,no,12,12,3,23,91,both,yes
400,18,0,0,1,1,24,1,yes,private,no,no,9,yes,no,12,12,3,31,98,both,yes
641,16,11,0,1,0,33,1,yes,private,no,no,15,yes,no,13,12,2,37,119,both,no
620,12,14,0,1,0,32,1,yes,private,no,yes,12,yes,no,9.93999958,8,9,33,87,step,no
481,17,7,0,1,0,30,1,yes,public,no,no,15,yes,no,12,11,5,49,121,step,yes
1058,16,11,0,1,0,33,1,yes,public,no,no,16,yes,no,8,8,8,41,#N/A,both,yes
545,12,8,0,1,0,26,1,yes,public,no,yes,11,yes,no,8,12,6,33,112,both,yes
786,14,6,0,1,0,26,1,yes,public,no,no,11,yes,no,12,12,3,38,113,both,yes
485,18,1,0,1,0,25,1,yes,public,no,no,11,yes,no,12,12,3,38,125,both,yes
722,14,14,0,1,0,34,1,yes,public,yes,yes,14,yes,no,11,11,7,45,121,both,yes
695,15,7,0,1,0,28,1,yes,public,no,yes,13,yes,no,12,12,3,47,128,both,yes
549,15,13,0,1,0,34,1,yes,public,no,no,12,yes,no,12,12,3,41,#N/A,both,yes
793,15,11,0,1,0,32,1,yes,public,no,yes,12,yes,no,15,12,2,36,103,both,yes
1923,16,11,0,1,1,33,1,yes,public,no,yes,16,yes,no,18,16,1,48,99,both,yes
793,15,12,0,1,0,33,1,yes,public,no,yes,14,yes,no,12,12,3,40,101,both,yes
900,15,7,0,1,0,28,1,no,public,no,no,12,yes,no,9.93999958,10.25,9,34,117,other,yes
654,14,12,0,1,0,32,1,no,public,no,yes,12,yes,no,8,8,8,41,109,both,yes
513,12,9,0,1,0,27,1,no,public,no,no,10,yes,no,12,12,3,46,73,both,yes
384,14,9,0,1,0,29,1,no,public,yes,no,12,yes,no,9.93999958,12,4,38,88,singlemom,yes
500,16,5,0,0,1,27,1,no,public,no,yes,12,yes,no,16,16,1,27,116,both,yes
601,15,4,0,1,0,25,1,no,public,yes,no,9,yes,no,12,11,5,40,137,both,yes
438,12,9,0,1,0,27,1,no,public,no,yes,10,yes,no,12,12,3,40,105,both,yes
500,12,7,0,1,0,25,1,no,public,no,no,9,yes,no,12,12,3,42,98,both,yes
1264,18,9,0,1,0,33,1,no,public,no,yes,17,yes,no,9.93999958,18,4,47,122,singlemom,yes
747,14,6,0,1,1,26,1,no,public,no,yes,10,yes,no,12,14,2,43,104,both,yes
513,14,7,0,1,0,27,1,no,public,no,yes,10,yes,no,12,12,3,29,78,both,yes
700,12,15,0,1,1,33,1,no,public,no,yes,12,yes,no,9.93999958,10.25,9,43,104,singlemom,#N/A
672,16,7,0,1,0,29,1,no,public,no,yes,12,yes,no,14,12,2,38,93,both,yes
983,17,7,0,1,0,30,1,no,public,yes,no,14,yes,no,9.93999958,10.25,9,39,87,both,yes
220,13,10,0,0,0,29,1,no,private,yes,yes,13,yes,no,12,12,3,35,101,both,yes
1202,18,9,0,1,0,33,1,no,private,no,yes,13,yes,no,12,12,3,39,134,both,yes
667,12,12,0,0,0,30,1,no,private,no,yes,11,yes,no,12,12,3,39,85,both,yes
838,14,8,1,1,0,28,1,no,private,no,yes,13,yes,no,9.93999958,10.25,9,41,#N/A,other,yes
444,15,4,0,1,0,25,1,no,private,yes,yes,9,yes,no,12,12,3,36,104,both,yes
543,12,7,0,1,0,25,1,no,private,no,no,10,yes,no,10,12,6,25,104,both,yes
505,14,10,0,1,1,30,1,no,private,no,yes,14,yes,no,12,12,3,41,#N/A,both,yes
797,12,13,0,0,0,31,1,no,private,no,yes,12,yes,no,9.93999958,10.25,9,37,107,step,yes
357,9,9,0,1,0,24,1,no,private,no,yes,7,yes,no,10,8,8,18,#N/A,both,yes
500,12,9,0,1,0,27,1,no,private,no,yes,11,yes,no,12,8,5,30,93,both,yes
962,12,16,0,1,0,34,1,no,private,no,yes,12,yes,no,9.93999958,8,9,47,#N/A,singlemom,yes
350,11,11,0,1,0,28,1,no,public,no,no,11,yes,no,6,5,8,31,94,both,yes
313,15,3,0,1,0,24,1,no,public,no,no,8,yes,no,6,5,8,35,#N/A,both,yes
117,16,2,0,1,1,24,1,no,public,yes,yes,8,yes,no,17,13,1,34,#N/A,both,yes
726,12,15,0,1,0,33,1,no,public,no,yes,12,yes,no,10,8,8,48,109,both,yes
536,13,14,1,1,0,33,1,no,public,no,yes,13,yes,no,9.93999958,11,9,31,119,both,no
532,13,7,1,1,1,26,1,no,public,no,yes,11,yes,no,12,12,3,29,98,both,yes
428,17,5,1,1,1,28,1,no,public,yes,yes,14,yes,no,9.93999958,10.25,9,32,103,other,yes
1094,16,12,0,1,0,34,1,no,public,no,yes,14,yes,no,15,13,1,50,#N/A,both,yes
1925,12,15,0,1,0,33,1,no,public,no,yes,12,yes,no,9.93999958,9,9,45,#N/A,singlemom,yes
850,18,8,0,1,1,32,1,no,public,no,yes,15,yes,no,10,12,6,36,112,both,yes
365,12,6,0,1,0,24,1,no,public,no,no,8,yes,no,11,11,7,34,#N/A,both,yes
474,16,4,0,1,0,26,1,no,public,no,no,11,yes,no,12,8,5,29,104,both,yes
656,13,7,0,1,0,26,1,no,public,no,yes,11,yes,no,11,10,7,33,96,both,no
440,12,7,0,1,0,25,1,no,public,no,no,8,yes,no,11,10,7,22,#N/A,both,no
462,14,5,0,1,0,25,1,no,public,no,yes,10,yes,no,10,11,7,38,102,both,yes
673,16,6,0,1,0,28,0,no,none,no,yes,13,yes,no,9,10.25,9,41,103,step,yes
1150,12,6,0,1,0,24,0,no,none,no,yes,7,yes,no,12,12,3,16,#N/A,both,yes
800,12,13,0,1,0,31,0,no,none,no,no,11,yes,no,9.93999958,10.25,9,37,95,other,no
460,12,7,0,1,0,25,0,no,none,no,no,9,yes,no,9.93999958,12,4,23,#N/A,singlemom,yes
334,12,8,0,1,0,26,0,yes,none,no,yes,10,yes,no,9.93999958,10.25,9,31,93,other,yes
702,13,7,0,1,0,26,0,yes,none,no,yes,11,yes,no,6,8,8,35,122,both,yes
524,12,7,0,1,0,25,0,yes,none,no,no,10,yes,no,6,8,8,37,107,both,yes
667,7,20,0,0,0,33,1,no,public,no,yes,7,yes,no,9.93999958,8,9,37,#N/A,step,yes
641,18,2,0,1,0,26,1,no,private,no,yes,11,yes,no,12,12,3,48,#N/A,both,yes
800,12,6,0,1,0,24,1,no,private,no,yes,8,yes,no,12,12,3,40,#N/A,both,yes
577,12,14,0,1,0,32,1,yes,private,no,yes,12,yes,no,9.93999958,12,4,30,97,both,no
423,18,8,0,0,0,32,1,yes,private,no,yes,15,yes,no,12,12,3,41,115,both,yes
874,18,5,0,1,0,29,1,yes,private,no,yes,13,yes,no,9.93999958,10.25,9,42,120,other,yes
640,15,7,0,1,0,28,1,yes,private,no,yes,12,yes,no,9.93999958,12,4,29,103,singlemom,no
1101,16,7,0,1,1,29,0,no,none,no,yes,14,yes,no,12,14,2,41,106,both,yes
649,16,4,0,1,0,26,0,no,none,no,yes,11,yes,no,12,14,2,32,96,both,yes
450,12,8,0,1,1,26,0,no,none,no,yes,9,yes,no,8,8,8,39,114,both,yes
924,12,15,0,1,0,33,0,no,none,no,no,12,yes,no,9.93999958,9,9,37,#N/A,both,yes
698,11,10,0,1,0,27,0,no,none,no,yes,10,yes,no,9.93999958,9,9,33,86,singlemom,yes
505,15,13,1,1,0,34,0,no,none,yes,yes,12,yes,no,9.93999958,10.25,9,27,78,both,yes
556,16,6,0,1,1,28,0,no,none,no,yes,12,yes,no,12,13,2,38,110,both,yes
375,17,2,0,0,0,25,0,no,none,yes,no,10,yes,no,12,13,2,37,132,both,yes
673,15,7,0,1,1,28,0,no,none,no,yes,12,yes,no,12,12,3,34,126,both,yes
308,13,11,0,1,0,30,0,no,none,no,yes,13,yes,no,8,8,8,36,102,both,yes
585,12,16,0,1,0,34,0,no,none,no,yes,12,yes,no,12,12,3,41,87,both,yes
781,12,6,0,1,0,24,0,no,none,no,no,9,yes,no,12,13,2,31,89,both,yes
656,12,9,0,1,0,27,1,no,public,no,yes,12,yes,no,9.93999958,8,9,40,106,singlemom,yes
423,12,10,0,1,0,28,1,no,public,no,yes,12,yes,no,8,5,8,43,100,both,yes
1282,16,6,0,1,0,28,1,no,public,no,yes,12,yes,no,12,12,3,26,98,both,yes
962,12,7,0,1,0,25,1,no,public,no,yes,9,yes,no,11,12,6,30,97,step,yes
800,12,12,0,1,0,30,1,no,public,no,yes,12,yes,no,4,16,6,38,111,both,yes
750,12,15,0,1,0,33,1,no,public,no,yes,12,yes,no,12,12,3,40,100,both,yes
647,18,5,0,1,0,29,1,no,public,no,no,14,yes,no,12,12,3,39,110,both,yes
938,12,11,0,1,0,29,1,no,public,no,no,12,yes,no,10,12,6,38,114,both,yes
537,17,5,0,1,0,28,1,no,public,yes,no,13,no,no,17,12,2,43,135,both,yes
290,15,3,0,1,0,24,1,no,private,yes,no,9,yes,no,13,16,1,39,121,both,yes
192,12,11,0,0,1,29,1,no,private,no,yes,11,no,yes,6,8,8,33,95,both,no
818,18,6,0,1,0,30,1,no,private,no,yes,14,yes,no,9.93999958,10.25,9,35,116,step,yes
813,18,6,0,1,0,30,1,no,private,no,yes,13,yes,no,9.93999958,13,4,45,98,step,yes
727,12,11,0,1,0,29,1,no,private,no,yes,11,yes,no,10,12,6,28,90,both,yes
1125,12,6,0,1,0,24,1,no,private,no,yes,9,yes,no,10,12,6,33,116,both,yes
615,17,5,1,1,0,28,1,no,private,yes,yes,12,yes,no,14,10.25,5,32,110,other,yes
403,12,8,1,1,0,26,1,no,private,no,no,10,yes,no,14,10.25,5,23,97,other,no
705,11,9,0,1,0,26,1,no,private,no,yes,10,yes,no,8,9,8,24,89,both,yes
337,15,6,0,1,0,27,1,no,private,yes,yes,11,yes,no,11,12,6,33,105,both,yes
833,17,5,0,1,0,28,1,no,private,no,yes,12,yes,no,11,12,6,44,117,both,no
192,17,3,0,1,0,26,1,no,private,yes,yes,11,yes,no,11,12,6,37,75,both,yes
730,12,8,0,1,0,26,1,no,private,no,yes,10,yes,no,12,12,3,23,87,both,no
542,10,10,0,1,0,26,1,no,private,no,yes,9,yes,no,9,11,7,23,74,both,yes
823,12,10,0,0,0,28,1,no,private,no,yes,11,no,no,11,11,7,45,91,both,yes
438,12,8,0,1,1,26,1,no,private,no,yes,10,no,no,11,11,7,38,90,both,yes
735,14,4,0,1,1,24,1,no,private,no,yes,8,no,no,11,11,7,27,#N/A,both,yes
427,16,2,0,1,0,24,1,no,private,no,no,9,no,no,14,12,2,31,112,both,yes
340,12,12,0,0,0,30,1,no,private,no,yes,12,no,no,11,12,6,38,90,both,yes
481,13,15,0,1,1,34,1,no,private,no,yes,13,no,no,14,11,5,29,130,both,yes
817,16,10,0,1,0,32,1,no,private,no,yes,15,no,no,10,12,6,51,108,both,yes
500,12,10,0,0,0,28,1,no,private,no,yes,10,no,no,12,12,3,34,86,both,yes
543,12,7,1,1,0,25,1,no,private,no,yes,9,no,no,9.93999958,10.25,9,30,101,other,no
447,16,4,0,1,0,26,1,no,private,no,yes,11,no,no,9.93999958,11,9,37,125,singlemom,no
217,15,4,0,0,0,25,1,no,private,no,yes,9,no,no,9.93999958,11,9,24,94,step,yes
275,8,12,0,1,0,26,1,no,private,no,yes,7,yes,no,3,6,8,18,#N/A,step,no
352,15,3,1,1,0,24,1,no,private,yes,no,9,yes,no,8,10,8,22,109,both,no
721,12,11,0,0,0,29,1,no,private,no,yes,12,no,no,8,10,8,31,98,both,no
1008,12,9,0,0,0,27,1,no,private,no,yes,11,no,no,3,8,8,36,#N/A,both,yes
654,17,6,0,1,0,29,1,no,private,yes,yes,13,no,no,8,12,6,36,114,both,no
803,16,4,0,1,0,26,1,no,private,no,yes,11,yes,no,9.93999958,16,4,27,125,both,yes
570,12,9,0,1,0,27,1,no,private,no,yes,11,yes,no,8,12,6,28,100,both,yes
600,16,3,0,1,0,25,1,no,private,no,yes,10,yes,no,12,12,3,29,104,both,yes
645,12,6,0,1,0,24,1,no,public,no,yes,8,yes,no,9.93999958,10.25,9,35,#N/A,step,yes
450,13,7,0,1,0,26,1,no,public,no,yes,11,yes,no,14,10,5,35,112,both,yes
445,13,7,0,1,1,26,1,no,public,no,no,10,yes,no,9.93999958,2,9,27,100,both,no
590,15,8,0,0,0,29,1,no,public,no,yes,13,yes,no,12,11,5,37,104,both,yes
721,14,5,0,1,0,25,1,no,public,no,yes,10,yes,no,8,12,6,35,97,both,yes
693,12,14,0,1,0,32,1,no,private,no,yes,12,yes,no,8,8,8,33,120,both,yes
529,13,7,0,1,1,26,1,no,private,no,no,11,yes,no,8,8,8,38,134,both,yes
470,9,15,0,1,0,30,1,no,private,no,yes,9,yes,no,8,8,8,28,92,both,no
481,16,4,0,1,0,26,1,no,private,no,yes,10,yes,no,16,13,1,34,129,both,yes
462,16,3,0,1,0,25,1,no,private,no,yes,9,yes,no,16,13,1,31,122,both,yes
554,17,10,0,1,0,33,1,no,private,yes,yes,16,yes,no,6,9,8,45,#N/A,both,yes
865,14,12,0,1,0,32,1,no,private,no,no,12,no,no,12,12,3,42,118,both,no
713,16,8,0,0,0,30,1,no,private,no,yes,13,no,no,9.93999958,12,4,42,101,singlemom,yes
740,12,6,0,0,0,24,1,no,private,no,yes,9,no,no,9.93999958,12,4,37,107,singlemom,yes
817,14,8,0,1,0,28,1,no,private,no,no,12,no,no,9.93999958,10,9,#N/A,92,step,yes
677,12,16,0,1,0,34,1,no,private,no,yes,12,yes,no,11,12,6,37,92,both,yes
797,16,7,0,1,0,29,1,no,private,yes,yes,14,yes,no,12,12,3,43,121,both,yes
769,13,5,0,1,0,24,1,no,private,yes,yes,9,yes,no,13,17,1,27,102,both,yes
462,16,3,0,1,0,25,1,no,private,no,yes,9,yes,no,12,16,2,33,118,both,yes
519,14,4,0,1,0,24,1,no,private,no,yes,8,no,no,12,12,3,28,#N/A,both,yes
393,12,7,0,0,0,25,1,no,private,no,yes,9,no,no,12,10.25,5,38,100,both,yes
800,13,13,0,1,1,32,1,no,private,no,yes,13,no,no,9,7,8,37,92,both,yes
673,17,4,0,1,0,27,0,yes,none,no,yes,12,no,no,14,12,2,38,108,both,yes
481,16,11,0,0,0,33,0,yes,none,yes,yes,16,no,no,9.93999958,10.25,9,41,121,both,yes
911,12,14,0,0,0,32,0,yes,none,no,yes,12,no,no,8,12,6,42,119,both,yes
481,12,7,0,0,0,25,0,yes,none,no,yes,10,no,no,8,8,8,33,#N/A,both,no
500,11,16,0,0,0,33,0,yes,none,no,yes,11,no,no,8,8,8,32,#N/A,both,no
385,16,2,0,0,0,24,0,yes,none,no,yes,9,no,no,12,12,3,39,106,both,yes
436,12,6,0,1,0,24,0,yes,none,no,yes,9,no,no,12,11,5,24,98,both,no
526,12,7,0,0,0,25,0,yes,none,no,yes,9,no,no,7,8,8,29,109,both,no
913,14,9,0,0,0,29,0,yes,none,no,no,13,no,no,12,8,5,37,#N/A,both,no
542,16,3,0,0,0,25,0,yes,none,no,no,10,no,no,12,15,2,28,120,both,no
769,13,9,0,0,0,28,0,yes,none,no,yes,12,no,no,4,16,6,36,127,both,yes
226,12,6,0,0,0,24,0,yes,none,no,no,7,no,no,8,8,8,26,#N/A,both,no
711,18,3,0,0,0,27,0,yes,none,no,yes,12,yes,no,12,12,3,24,101,both,yes
346,18,10,0,0,0,34,0,no,none,no,yes,12,no,no,8,8,8,43,108,both,no
787,12,14,0,0,0,32,0,no,none,no,yes,12,no,no,8,8,8,41,91,both,yes
